"KEY","en","ro","po","ru","en-us"
"delivery_address_is_same","Delivery address is the same as invoice address","Adresa de livrare este aceeași cu adresa de facturare","Adres dostawy taki sam jak adres do faktury","Адрес доставки совпадает с адресом выставления счета.","Delivery address is the same as invoice address"
"street_nr","No.","Nr.","Nr.","Номер","No."
"bloc","Building","Bloc","Budynek","Здание","Building"
"staircase","Entrance","Scara","Klatka","Вход","Entrance"
"floor","Floor","Etaj","Piętro","Этаж","Floor"
"apartment","Apt.","Ap.","Mieszkanie","Кв.","Apt."
"other_details","Other details","Alte detalii","Inne","Другие детали","Other details"
"PostCode","Post Code","Cod poștal","Kod pocztowy","Почтовый код","Post Code"
"verify_delivery_address_is_same_confirm","Check your delivery address to confirm it is correct.","Verifică adresa de livrare pentru a confirma corectitudinea datelor","Sprawdź adres dostawy","Проверь адрес доставки, чтобы подтвердить правильность данных","Check your delivery address to confirm it is correct."
"share_location_with_parents","Share your location with other parents?","Împărtășești locația ta cu alți părinți?","Udostępnić Twoją lokalizację innym rodzicom?","Делиться местоположением с другими родителями?","Share your location with other parents?"
"discover_parents_nearby","Discover parents that live nearby","Descoperă părinți care locuiesc aproape de tine","Poznaj rodziców, którzy mieszkają w okolicy","Найти родителей, которые живут поблизости","Discover parents that live nearby"
"allowing_access_find_parents_live_nearby","Allowing acces to your location, you can find other parents that live nearby","Permițând accesul la locație, poți găsi alți părinți aproape de tine","Udostępniając swoją lokalizację, poznasz rodziców mieszkających w okolicy","Разрешив доступ к своему местоположению, можно найти родителей, живущих поблизости","Allowing acces to your location, you can find other parents that live nearby"
"keep_location_safe","Keep your location safe","Păstrează-ți locația în siguranță","Dbaj o bezpieczeństwo swojej lokalizacji ","Держи свое местоположение в безопасности","Keep your location safe"
"precise_location_want_shared","Your precise location won't be shared with other parents","Locația ta exactă nu va fi împărtășită cu alți părinți","Twoja dokładna lokalizacja nie zostanie udostępniona innym rodzicom","Твое точное местоположение не будет доступно другим родителям","Your precise location won't be shared with other parents"
"change_mind_any_time","Change your mind at any time","Răzgândește-te oricând","Zawsze możesz zmienić zdanie","Передумай в любое время","Change your mind at any time"
"can_turn_off_location","You can turn off location in your device settings","Poți opri accesul la locație din setările telefonului","Możesz wyłączyć dane lokalizacji w Ustawieniach","Можно отключить определение местоположения в настройках телефона","You can turn off location in your device settings"
"allow_location_access","Allow Location Access","Permite Accesul la Locație","Zezwalaj na dostęp do lokalizacji ","Разрешить доступ к местоположению","Allow Location Access"
"not_now","Not now","Nu acum","Nie teraz","Не сейчас","Not now"
"without_giving_location_wont_see_posts","Without giving access to your location, you won't be seeing posts from other parents who live nearby ","Fără a acorda acces la locație, nu vei putea vedea postări de la părinți care locuiesc aproape de tine","Jeśli nie zezwolisz na dostęp do lokalizacji, nie zobaczysz postów rodziców mieszkających w okolicy","Не предоставив доступ к своему местоположению, ты не будешь видеть посты родителей, живущих рядом","Without giving access to your location, you won't be seeing posts from other parents who live nearby"
"parents_nearby","Parents nearby","Aproape de tine","Rodzice w okolicy","Родители по соседству","Parents nearby"
"share_link","Share link","Trimite link","Udostępnij link","Поделиться ссылкой","Share link"
"share_episode_parenting_url","Watch this short video on '%s' 
 %s","Vezi te rog acest scurt video despre '%s' 
 %s","Obejrzyj krótkie video o '%s' 
 %s","Посмотри это короткое видео о '%s' 
 %s","Watch this short video on '%s' 
 %s"
"send_in_chats","Send in Chats","Trimite în Conversații","Wyślij w Czatach","Отправить по чату","Send in Chats"
"you_have_gift","We want to send you a gift! Check your delivery address in your Parents profile","Vrem să îți trimitem un cadou! Verifică adresa de livrare din profilul tău Parents","Chcemy wysłać Ci prezent! Sprawdź swój adres dostawy w Twoim profilu w Parents","Хотим послать тебе подарок! Проверь адрес доставки в своем профиле Parents.","We want to send you a gift! Check your delivery address in your Parents profile"
"you_reached_gift","You've reached the %s month of the %s program. Congrats!","Ai ajuns în luna a %s-a din programul %s. Felicitări!","Osiągnąłeś %s miesiąc programu %s. Gratulacje!","Ты достиг %s-го месяца программы %s. Поздравляем!","You've reached the %s month of the %s program. Congrats!"
"prepared_gift","We have prepared the '%s' for you to celebrate your achievement.","Am pregătit pentru tine '%s' pentru a sărbători reușita.","Przygotowaliśmy dla Ciebie '%s', aby uczcić Twoje osiągnięcie.","Мы приготовили для тебя %s, чтобы отпраздновать твое достижение. ","We have prepared the '%s' for you to celebrate your achievement."
"do_want_gift_a","Do you want to receive this gift? Please check your delivery address","Pentru a primi acest cadou, te rog verifică-ți adresa de livrare","Czy chcesz otrzymać ten prezent? Sprawdź swój adres dostawy.","Хочешь получить этот подарок? Проверь свой адрес доставки, пожалуйста.","Do you want to receive this gift? Please check your delivery address"
"no_access_to_parenting","This episode is part of a premium program that you don't have access to.","Acest episod face parte dintr-un program de parenting la care nu ai acces.","Ten odcinek jest częścią programu premium, do którego nie masz dostępu.","Эта серия - часть программы премиум, к которой у тебя нет доступа. ","This episode is part of a premium program that you don't have access to."
